job_id,job_title,job_role,role_category,functional_area,employment_type,industry,exp_min,exp_max,exp_text,company_name,location_1,location_2,salary_min,salary_max,salary_hidden,salary_label,created_date,short_desc,source_file,search_term,company_rating,skills_list,skill_count,location,experience_level,salary_disclosed,salary_min_lpa,salary_max_lpa,job_role_clean,broad_role,skills_normalised
210426502460,SOFTWARE DEVELOPER/ENGINEER,Front End Developer,Software Development,Engineering - Software & QA,"Full Time, Permanent",Software Product,0,3,0-3 Yrs,Myospaz Software Technologies,Pune,,0.0,0.0,True,Not Disclosed,2026-04-21 18:34:49,Experience with Asp.NET and VB.NET with C#.NET,1.csv,Software Developer / Full Stack / Frontend / Backend,3.2,jQuery|VB.NET|OOPS|Javascript|PHP|ASP.Net|MVC|bootstrap|SQL|Ajax,10,Pune,Entry,False,,,Front End Developer,Frontend Developer,mvc|asp.net|vb.net|jquery|sql|bootstrap|php|javascript|oops|ajax
210426502459,SOFTWARE DEVELOPER/ENGINEER,Front End Developer,Software Development,Engineering - Software & QA,"Full Time, Permanent",Software Product,0,3,0-3 Yrs,Myospaz Software Technologies,Pune,,0.0,0.0,True,Not Disclosed,2026-04-21 18:34:48,"Experience with OOPS Concepts,Bootstrap,Javascript,and jQuery",1.csv,Software Developer / Full Stack / Frontend / Backend,3.2,jQuery|VB.NET|OOPS|Javascript|ASP.Net|MVC|bootstrap|SQL|Ajax|Android,10,Pune,Entry,False,,,Front End Developer,Frontend Developer,mvc|asp.net|vb.net|jquery|sql|android|bootstrap|javascript|oops|ajax
70926501086,Software Developer,Software Developer in Test (SDET),Quality Assurance and Testing,Engineering - Software & QA,"Full Time, Permanent",IT Services & Consulting,0,4,0-4 Yrs,Jasmin Infotech,Chennai,,0.0,0.0,True,Not Disclosed,2026-09-07 14:28:40,"Fresher|Programming skills. Good analytical and debugging skills. A positive attitude,good communication skills and the ability to work well in a team| Years of Experience",1.csv,Software Developer / Full Stack / Frontend / Backend,3.9,debugging|software developer|programming|application development|communication skills,5,Chennai,Entry,False,,,Software Developer in Test (SDET),Software Developer / Engineer,application development|software developer|debugging|communication skills|programming
40926029668,Software Developer,Software Development - Other,Software Development,Engineering - Software & QA,"Full Time, Permanent",IT Services & Consulting,0,0,0 Yrs,Jasmin Infotech,Chennai,,0.0,0.0,True,Not Disclosed,2026-09-08 18:46:54,B.Sc (Computer Science) or BCA graduate with strong programming and debugging skills|Apply analytical and debugging skills in team projects,1.csv,Software Developer / Full Stack / Frontend / Backend,3.9,,0,Chennai,Entry,False,,,Software Development - Other,Other IT,
120826505033,Data Scientist/Software Developer,Software Developer in Test (SDET),Quality Assurance and Testing,Engineering - Software & QA,"Full Time, Permanent",Industrial Equipment / Machinery,0,4,0-4 Yrs,Xylem Water Solutions,Bengaluru,,0.0,0.0,True,Not Disclosed,2026-08-12 18:27:24,"Operate effectively in a modern data platform environment,with preference for experience in Databricks . Support,interpret,and interact with Power BI dashboards for business-facing insights and reporting. |Required Qualifications. |Preferred Qualifications. |Experience working with Databricks . .",1.csv,Software Developer / Full Stack / Frontend / Backend,3.8,advanced analytics|commercial buildings|information technology|databricks|data engineering|analytics|data quality|data extraction|data science|lead generation|complex queries|data scientist|debugging|communication skills,14,Bengaluru,Entry,False,,,Software Developer in Test (SDET),Software Developer / Engineer,complex queries|data quality|lead generation|data scientist|databricks|analytics|data engineering|debugging|commercial buildings|communication skills|advanced analytics|data extraction|information technology|data science
90726020222,Software Developer,Other,Other,Other,"Full Time, Permanent",IT Services & Consulting,0,4,0-4 Yrs,Nilorn,New Delhi,,0.0,0.0,True,Not Disclosed,2026-09-24 15:46:06,"Bachelor's or diploma in CS/IT/Electronics with SQL and ITSM tool experience|Provide 1st and 2nd level support for ERP and order systems, monitor applications and databases, resolve software issues within SLAs, handle incidents and service requests, deliver end-user training",1.csv,Software Developer / Full Stack / Frontend / Backend,4.0,Software Troubleshooting|Technical Helpdesk|Ticketing Tools|Software Implementation,4,New Delhi,Entry,False,,,Other,Other IT,technical helpdesk|software implementation|ticketing tools|software troubleshooting
230926503906,Software Developer,Software Developer in Test (SDET),Quality Assurance and Testing,Engineering - Software & QA,"Full Time, Permanent",IT Services & Consulting,0,2,0-2 Yrs,Ivis International,Hyderabad,,0.0,0.0,True,Not Disclosed,2026-09-23 17:42:30,,1.csv,Software Developer / Full Stack / Frontend / Backend,3.5,Training|Sales planning|Sales|Sales Representative|Management|Monitoring|Recruitment,7,Hyderabad,Entry,False,,,Software Developer in Test (SDET),Software Developer / Engineer,sales representative|sales planning|training|recruitment|monitoring|sales|management
121224502582,Saas Software Developer,Software Development - Other,Software Development,Engineering - Software & QA,"Full Time, Permanent",Internet,0,4,0-4 Yrs,BVM Web Solutions,Jaipur,,0.0,0.0,True,Not Disclosed,2024-12-12 16:44:14,,1.csv,Software Developer / Full Stack / Frontend / Backend,4.3,PDF|Web technologies|SAAS|Web development|PHP|HR|IOS|Software solutions|Android,9,Jaipur,Entry,False,,,Software Development - Other,Other IT,hr|php|pdf|android|saas|software solutions|web development|web technologies|ios
31224507010,Software Developer,Software Development - Other,Software Development,Engineering - Software & QA,"Full Time, Permanent",Engineering & Construction,0,5,0-5 Yrs,Coaxial Global Services,Nagercoil,,0.0,0.0,True,Not Disclosed,2024-12-03 18:32:24,,1.csv,Software Developer / Full Stack / Frontend / Backend,,Software Developer,1,Nagercoil,Entry,False,,,Software Development - Other,Other IT,software developer
240926040408,Software Developer,Full Stack Developer,Software Development,Engineering - Software & QA,"Full Time, Permanent",IT Services & Consulting,0,0,0 Yrs,Pragmatic Career Solutions,Pune,,300000.0,500000.0,False,3-5 Lacs,2026-09-24 18:59:35,"Fresher with excellent coding, programming, or software testing skills|Work as Java Developer or Software Tester in development and testing tasks",1.csv,Software Developer / Full Stack / Frontend / Backend,,Software Testing,1,Pune,Entry,True,300000.0,500000.0,Full Stack Developer,Full Stack Developer,software testing
220926503562,Software Developer (Dev0),Software Developer in Test (SDET),Quality Assurance and Testing,Engineering - Software & QA,"Full Time, Permanent",IT Services & Consulting,0,5,0-5 Yrs,Ziroh Labs,Bengaluru,,0.0,0.0,True,Not Disclosed,2026-09-22 17:53:27,"Hands-on experience with processor intrinsics: Demonstrated ability to use specialized CPU instructions (intrinsics) to write highly optimized code,leveraging direct hardware capabilities for performance gains|Experience with implementing and optimizing GEMM for different architectures is a strong plus",1.csv,Software Developer / Full Stack / Frontend / Backend,2.8,algorithms|systems programming|cache|ai|ai infrastructure|concurrent|processor|computer architecture|optimization techniques|debugging|distributed systems|performance optimization|software developer|ai model|programming|architecture,16,Bengaluru,Entry,False,,,Software Developer in Test (SDET),Software Developer / Engineer,ai|performance optimization|algorithms|debugging|distributed systems|systems programming|processor|computer architecture|software developer|cache|optimization techniques|ai model|ai infrastructure|programming|architecture|concurrent
180926037180,Telecaller Software Developer,Software Development - Other,Software Development,Engineering - Software & QA,"Full Time, Permanent",Software Product,0,0,0 Yrs,Spiro Prime Tech Services,Chennai,,125000.0,200000.0,False,1.25-2 Lacs,2026-09-18 19:21:40,"Freshers with aptitude for software development and telecalling, willing to undergo specialized training and 11-month service commitment|Start as Telecaller with training, generate leads, achieve targets, and transition to Software Developer role based on performance|Salary up to ₹20,000/month including fixed pay and performance-linked incentives",1.csv,Software Developer / Full Stack / Frontend / Backend,4.1,Sales|Telesales|Programming|Software,4,Chennai,Entry,True,125000.0,200000.0,Software Development - Other,Other IT,programming|telesales|software|sales
280524501053,Software Developer/Engineer ASP.Net Core(MVC,Software Developer in Test (SDET),Quality Assurance and Testing,Engineering - Software & QA,"Full Time, Permanent",Software Product,0,1,0-1 Yrs,Anvitechsys,Pune,,0.0,0.0,True,Not Disclosed,2024-05-28 17:34:41,,1.csv,Software Developer / Full Stack / Frontend / Backend,4.9,ASP.Net MVC|jQuery|C|html5|OOPS|Javascript|bootstrap|SQL|Ajax|CSS3,10,Pune,Entry,False,,,Software Developer in Test (SDET),Software Developer / Engineer,javascript|jquery|sql|css3|asp.net mvc|bootstrap|html5|oops|ajax
210926026157,Software Developer,IT Support - Other,IT Support,IT & Information Security,"Full Time, Permanent",IT Services & Consulting,0,1,0-1 Yrs,Smartronic Technical Solution Chennai,Chennai,,150000.0,325000.0,False,1.5-3.25 Lacs,2026-09-21 18:22:08,"Experience in Java, Python, Node.js, SQL, and web development technologies|Develop and maintain server-side applications and RESTful APIs for mobile and front-end use|Salary range 78713 to 86342",1.csv,Software Developer / Full Stack / Frontend / Backend,,Angularjs|CSS|Full Stack|Node.js|Spring Boot|HTML|Rest API Development|Angular|Rest|MySQL|PHP|Bootstrap|MongoDB|Flutter|React.js|AWS,16,Chennai,Entry,True,150000.0,325000.0,IT Support - Other,Other IT,mysql|html|flutter|full stack|spring boot|aws|react|mongodb|rest api development|bootstrap|php|node.js|rest|css|angular
190826014068,Urgent requirements For Software Developer (fresher) - Chennai,Full Stack Developer,Software Development,Engineering - Software & QA,"Full Time, Permanent",IT Services & Consulting,0,1,0-1 Yrs,Z Tech Solutions,Chennai,,175000.0,300000.0,False,1.75-3 Lacs,2026-09-15 15:08:50,"B.E/B.Tech/M.E/M.Tech/MCA in IT, CSE, EEE, ECE with 0-1 year experience and basic Full Stack Developer knowledge|Participate in skill-development training and work as Software Developer in Chennai|Salary range 1.8 to 2.4 lacs",1.csv,Software Developer / Full Stack / Frontend / Backend,,software|Javascript|full stack developer|Java Development|React.js|Angular,6,Chennai,Entry,True,175000.0,300000.0,Full Stack Developer,Full Stack Developer,java development|full stack developer|react|javascript|software|angular
170926014615,Software developer fresher,Full Stack Developer,Software Development,Engineering - Software & QA,"Full Time, Permanent",IT Services & Consulting,0,0,0 Yrs,Techsoft,Vijayawada,Visakhapatnam,300000.0,400000.0,False,3-4 Lacs,2026-09-17 11:41:50,"Experience with React.js, Python, CSS, JavaScript, Bootstrap, and HTML|Analyze requirements, develop and maintain software, debug issues, perform unit testing, collaborate with team, and support deployment",1.csv,Software Developer / Full Stack / Frontend / Backend,4.0,CSS|Javascript|Bootstrap|HTML|React.js,5,Vijayawada,Entry,True,300000.0,400000.0,Full Stack Developer,Full Stack Developer,html|react|bootstrap|javascript|css
170926007590,Software Developer Fresher @Madurai,Full Stack Developer,Software Development,Engineering - Software & QA,"Full Time, Permanent",IT Services & Consulting,0,2,0-2 Yrs,Innowave Healthcare,Madurai,,100000.0,300000.0,False,1-3 Lacs,2026-09-17 09:33:33,".NET Core, ASP.NET Core, Angular, PostgreSQL, MySQL expertise|Develop and maintain full-stack applications using .NET Core and Angular with REST/Web APIs",1.csv,Software Developer / Full Stack / Frontend / Backend,4.8,CSS|Web API|GIT|rest api|JavaScript and Git|Postgresql|MySQL|Javascript|HTML,9,Madurai,Entry,True,100000.0,300000.0,Full Stack Developer,Full Stack Developer,javascript|mysql|web api|html|postgresql|rest api|javascript and git|git|css
110926014183,Software Developer,Front End Developer,Software Development,Engineering - Software & QA,"Full Time, Permanent",IT Services & Consulting,0,1,0-1 Yrs,Aimsoft,Kochi,Bengaluru,0.0,0.0,True,Not Disclosed,2026-09-11 15:00:56,"Experience in Java, Python, SQL, and C# development|Design, develop, test, and deploy software applications; collaborate with cross-functional teams to translate business requirements into technical solutions",1.csv,Software Developer / Full Stack / Frontend / Backend,,C#|Java|Frontend Development|Python,4,Kochi,Entry,False,,,Front End Developer,Frontend Developer,java|frontend development|python|c#
240826021817,Software Developer,Software Development - Other,Software Development,Engineering - Software & QA,"Full Time, Permanent",IT Services & Consulting,0,2,0-2 Yrs,Surya Infotech,Vadodara,,300000.0,400000.0,False,3-4 Lacs,2026-08-24 17:32:35,"Advanced proficiency in C# or VB.NET with strong OOP design patterns and expertise in .NET Core, MS SQL Server, MongoDB .NET Driver, and AWS SDK for .NET|Develop cross-platform mobile apps for iOS and Android, manage cloud-native .NET backend, build and consume secure RESTful Web Services, and integrate front-end technologies like Angular or React",1.csv,Software Developer / Full Stack / Frontend / Backend,3.0,Software Engineering,1,Vadodara,Entry,True,300000.0,400000.0,Software Development - Other,Other IT,software engineering
20926502739,Software Developer - Virendra Swarup College,Software Developer in Test (SDET),Quality Assurance and Testing,Engineering - Software & QA,"Full Time, Permanent",IT Services & Consulting,0,1,0-1 Yrs,Trigya Innovations India,Kanpur,,0.0,0.0,True,Not Disclosed,2026-09-02 16:56:19,"Location: Kanpur,Uttar Pradesh,India. Job Type: Full time. |The ideal candidate will be responsible for designing,developing,testing,and maintaining high-quality software solutions that meet business requirements.  . Job Title: Software Developer - Virendra Swarup College. |This position requires a minimum service commitment of 12 months.",1.csv,Software Developer / Full Stack / Frontend / Backend,1.6,Computer science|IT services|Version control|GIT|Coding|Postgresql|MySQL|Javascript|MongoDB|Python,10,Kanpur,Entry,False,,,Software Developer in Test (SDET),Software Developer / Engineer,javascript|computer science|coding|mysql|version control|postgresql|mongodb|python|git|it services
300826003825,Software Developer,Full Stack Developer,Software Development,Engineering - Software & QA,"Full Time, Permanent",Travel & Tourism,0,3,0-3 Yrs,Patronus Auto,Siliguri,,175000.0,250000.0,False,1.75-2.5 Lacs,2026-08-30 13:48:15,"Bachelor's degree in Computer Science with proficiency in Java, Python, JavaScript, or C++ and experience with Git|Write, test, deploy, and maintain software; design system architecture; collaborate with teams; create technical documentation",1.csv,Software Developer / Full Stack / Frontend / Backend,,TypeScript|Java|C++|C+|Javascript|Full Stack|Node.js|MongoDB|AWS|Python,10,Siliguri,Entry,True,175000.0,250000.0,Full Stack Developer,Full Stack Developer,typescript|python|java|full stack|aws|mongodb|c+|node.js|javascript|c++
300626504099,SOFTWARE DEVELOPER,Full Stack Developer,Software Development,Engineering - Software & QA,"Full Time, Permanent",IT Services & Consulting,0,1,0-1 Yrs,Endeavor IT Solution,Indore,,0.0,0.0,True,Not Disclosed,2026-06-30 17:57:30,"PHP,Java,Ajax,JavaScript,jQuery . Good command in OOPS . MySQL database creation and manipulation using standard approach | Technical skills : Technically,He / She must be proficient in the following-",1.csv,Software Developer / Full Stack / Frontend / Backend,1.0,jQuery|Agile scrum|OOPS|MySQL|Debugging|Javascript|Database|PHP|HR|Ajax,10,Indore,Entry,False,,,Full Stack Developer,Full Stack Developer,javascript|hr|debugging|agile scrum|jquery|database|php|mysql|oops|ajax
260826501082,Software Developer,Software Developer in Test (SDET),Quality Assurance and Testing,Engineering - Software & QA,"Full Time, Permanent",IT Services & Consulting,0,2,0-2 Yrs,Authorselvi,Vellore,,0.0,0.0,True,Not Disclosed,2026-08-26 14:43:48,Experience with asynchronous programming in JavaScript.  |Experience of writing automated tests for APIs Rest.  |Experience of working with Node Package Manager.,1.csv,Software Developer / Full Stack / Frontend / Backend,4.9,css|data manipulation|html5|javascript|jquery|node|git|apis|asynchronous|control systems|php|html|software developer|programming,14,Vellore,Entry,False,,,Software Developer in Test (SDET),Software Developer / Engineer,asynchronous|control systems|data manipulation|jquery|html|software developer|programming|node|apis|html5|php|javascript|css|git
240826031639,Software Developer at A FinTech Company,Back End Developer,Software Development,Engineering - Software & QA,"Full Time, Permanent",FinTech / Payments,0,2,0-2 Yrs,Talentzo Delhi,Gurugram,,1000000.0,1400000.0,False,10-14 Lacs,2026-08-24 19:53:52,"Strong experience with Java or Python multithreading, distributed systems, and NoSQL databases like MongoDB and HBase|Design and develop secure APIs, build scalable distributed systems, and optimize network and database performance",1.csv,Software Developer / Full Stack / Frontend / Backend,,MongoDB|Python,2,Gurugram,Entry,True,1000000.0,1400000.0,Back End Developer,Backend Developer,python|mongodb
240418500593,Software Developer,Back End Developer,Software Development,Engineering - Software & QA,"Full Time, Permanent",IT Services & Consulting,0,2,0-2 Yrs,Aimsoft,Thiruvananthapuram,,0.0,0.0,True,Not Disclosed,2019-07-24 12:20:09,"Skill Set Required: Basic Knowledge of.NET,PHP,HTML,CSS,JavaScript,AJAXGood Knowledge of object oriented programming ASP.NET|Designation / Job Title:Software Developer (0- 2 Years Experience)",1.csv,Software Developer / Full Stack / Frontend / Backend,,ASP.Net|Javascript|PHP|Software|HTML|Time|developer|Individual Contributor|msc|Object oriented programming|programming|Ajax,12,Thiruvananthapuram,Entry,False,,,Back End Developer,Backend Developer,individual contributor|time|asp.net|html|developer|msc|ajax|programming|php|object oriented programming|javascript|software
221225024627,Software Developer,Back End Developer,Software Development,Engineering - Software & QA,"Full Time, Permanent",Software Product,0,2,0-2 Yrs,FUTURE COMMUNICATIONS,Indore,,300000.0,500000.0,False,3-5 Lacs,2026-08-31 17:10:36,"Experience with C#, ASP.NET, .NET Framework, and SQL databases|Develop and maintain applications, integrate APIs, perform unit testing, and participate in SDLC activities",1.csv,Software Developer / Full Stack / Frontend / Backend,3.1,ASP.NET|Asynchronous programming,2,Indore,Entry,True,300000.0,500000.0,Back End Developer,Backend Developer,asp.net|asynchronous programming
220725030124,Software Developer,Full Stack Developer,Software Development,Engineering - Software & QA,"Full Time, Permanent",IT Services & Consulting,0,1,0-1 Yrs,Techathalon Software,Mumbai,,0.0,0.0,True,Not Disclosed,2026-08-28 15:26:25,"Experience with React.js, Next.js, Node.js, Express.js, and databases like MySQL or PostgreSQL|Develop and maintain scalable web applications, fix bugs, and write testable code",1.csv,Software Developer / Full Stack / Frontend / Backend,2.2,CSS|Fullstack Development|Postgresql|MySQL|Full Stack|HTML|Node.js|Nextjs|Expresjs|SQL,10,Mumbai,Entry,False,,,Full Stack Developer,Full Stack Developer,expresjs|nextjs|html|fullstack development|postgresql|full stack|node.js|mysql|sql|css
210726501809,Software Developer,Software Developer in Test (SDET),Quality Assurance and Testing,Engineering - Software & QA,"Full Time, Permanent",IT Services & Consulting,0,3,0-3 Yrs,Markteq708 Iscon Elegance,Ahmedabad,,0.0,0.0,True,Not Disclosed,2026-07-21 15:31:44,Knowledge of C# and MSSQL are required|Qualifications:  . Any Graduates| . Any Graduates . Disclaimer: This job posting has been aggregated from external source|Candidate should be dedicated and hard working with coding|Experience:  . - 0-3 YearsQualifications,1.csv,Software Developer / Full Stack / Frontend / Backend,,ASP.Net|Coding|Database design|Wordpress|Web development|CMS|Javascript|PHP|Windows|Open source,10,Ahmedabad,Entry,False,,,Software Developer in Test (SDET),Software Developer / Engineer,coding|asp.net|php|open source|windows|wordpress|database design|cms|web development|javascript
190326500615,Software Developer : Fresher / Expereince,Software Developer in Test (SDET),Quality Assurance and Testing,Engineering - Software & QA,"Full Time, Permanent",Management Consulting,0,4,0-4 Yrs,Impact Hr N Km Solutions,Jalgaon,,0.0,0.0,True,Not Disclosed,2026-03-19 13:39:17,"job Location : College Road Nashik ( No work from Home) |Qualification Required : BE / MCA / MCS only |skill set required : JSP,JDBC,MySql,CSS,JavaScript,Python |Experience: 0-2 Years |Experience 0 - 4 Years Salary 2 Lac 25 Thousand To 2 Lac 50 Thousand P.A",1.csv,Software Developer / Full Stack / Frontend / Backend,,CSS|RSS|Web technologies|JSP|Application programming|MySQL|Web development|Javascript|JDBC|Python,10,Jalgaon,Entry,False,,,Software Developer in Test (SDET),Software Developer / Engineer,application programming|javascript|mysql|rss|python|jdbc|web development|jsp|web technologies|css
150926931990,Software Developer,Software Developer in Test (SDET),Quality Assurance and Testing,Engineering - Software & QA,"Full Time, Permanent",Recruitment / Staffing,0,0,0 Yrs,Rudr Consultancy Services,Ahmedabad,,0.0,0.0,True,Not Disclosed,2026-09-15 17:45:03,,1.csv,Software Developer / Full Stack / Frontend / Backend,,bootstrap|jquery|sql|react.js|software development life cycle|java|design patterns|oops|asp.net|architectural patterns|html|api|software development|sql server|javascript|angular|linq|.net core|troubleshooting|angularjs,20,Ahmedabad,Entry,False,,,Software Developer in Test (SDET),Software Developer / Engineer,html|jquery|software development|linq|react|troubleshooting|software development life cycle|sql|java|javascript|architectural patterns|api|design patterns|asp.net|sql server|bootstrap|.net core|oops|angular
150926931781,Software Developer (CSD),Software Developer in Test (SDET),Quality Assurance and Testing,Engineering - Software & QA,"Full Time, Permanent",Recruitment / Staffing,0,0,0 Yrs,Rudr Consultancy Services,Ahmedabad,,0.0,0.0,True,Not Disclosed,2026-09-15 17:43:43,,1.csv,Software Developer / Full Stack / Frontend / Backend,,cloud services|css|software development|system design|system testing|sql server|azure devops|javascript|jquery|microservices|software programming|sql|software development life cycle|java|aws cloud|.net core|html|aws,18,Ahmedabad,Entry,False,,,Software Developer in Test (SDET),Software Developer / Engineer,system testing|cloud services|sql server|azure devops|software development|jquery|software development life cycle|html|java|aws|system design|aws cloud|software programming|javascript|sql|css|.net core|microservices
